"Item Number","Description","UPC","EMUN Status","Sellable","Whse 1 QtyAvailable","Whse 2 QtyAvailable","Total QtyAvailable","New Release","Image Available","Category","Sub-Category","List Price","Price"
"70956","L.Gourmet 3-pc Silicone Pinch Bowl Set, hang card","062823709560","Inactive","NO","0","0","0","","NO","Kitchenware","Bakeware & Accessories","2.3","2.3"
"70970","L.Gourmet Bamboo Serving Board, 10.25""x4"", shrink w/ col. Sleeve","062823709706","Inactive","NO","0","0","0","","YES","Everyday Household","Tableware","2.8","2.8"
"73168","H.E. Master Pro 300' Caution Tape,  Shrink Wrap & Col. Label","062823731684","Inactive","NO","0","0","0","","NO","Hardware","Tools & Accessories","2.75","2.75"
"73201","H.E. Master Pro 2-PC Grease Pencil, 1 red&1 black, blister card","062823732018","Inactive","NO","0","0","0","","YES","Hardware","Tools & Accessories","1.35","1.35"
"73229","H.E. Paint Pro, 3-PC Touch Up Brush Set, #4, #6 and #10. Blister card","062823732292","Inactive","NO","0","0","0","","YES","Hardware","Painting Equipment","1.78","1.78"
"73247","H.E. Paint Pro, 22mm Square Detail Brush (To replace #73210)","062823732476","Inactive","NO","0","0","0","","YES","Hardware","Painting Equipment","2.2","2.2"
"73253","H.E Master Pro. Anti Slip Tape 2"" x 5M","062823732537","Inactive","NO","0","0","0","","YES","Hardware","Tools & Accessories","1.95","1.95"
"73903","Wilderness Elite S/S Portable Spoon , Trapped Blister","062823739031","InActive","NO","0","0","0","","YES","Spring/Summer - General","Camping Wilderness Elite","6","6"
"74129","Bodico, Make-up Organizer 32x21.5x5cm,Col card","862823741290","Inactive","NO","0","0","0","","NO","Personal Care","Bathroom Accessories","4.75","4.75"
"74130","Bodico,Weekly Pill Organizer 2col, white, blue,b/c(HZ)","862823741306","Inactive","NO","0","0","0","","NO","Personal Care","Health & Wellness","1.45","1.45"
"74310","Excel Vision, Eyeglass Cleaning Set , incl. 20x18cm (black cloth),","062823743106","Inactive","NO","0","0","0","","YES","Personal Care","Eyewear","1.44","1.44"
"74415","Fab Design, Embroidered Woven  Scarves,  4 asst, h/t+hanger","062823744158","Inactive","NO","0","0","0","","NO","Clothing & Accessories","Scarves, Hats & Caps","3.05","2.65"
"74460","Bodico, Geometric Cosmetic Bag 3 col, hangtag","062823744608","Inactive","NO","0","0","0","","YES","Personal Care","Cosmetics","5.5","3"
"74493","Bodico Fit ,Adjustable Jump Rope, 3col, Tie Card","062823744936","Inactive","NO","0","0","0","","NO","Personal Care","Health & Wellness","1.25","1.25"
"74496","Fab Design, Pom Pom Animal Keychain 4asst, h/c","862823744963","Inactive","NO","0","0","0","","YES","Everyday Household","Lanyards & Key Chains","2.5","2.5"
"74595","Bodico, Brushed Plated Soap/Lotion Dispenser,3col,6pcs/PDQ","062823745957","Inactive","NO","0","0","0","","YES","Personal Care","Bathroom Accessories","3.25","3.25"
"74630","SOX, Women's Low-Cut Socks, Black, one size (4-10), h/c, 95poly/5span","862823746301","Inactive","NO","0","0","0","","NO","Clothing & Accessories","Socks","0.77","0.77"
"74752DC-BU","Bodico, Glazed Tumbler, Blue, 6pcs/display","060107023548","Inactive","NO","0","0","0","","YES","Personal Care","Bathroom Accessories","3.1","3.1"
"74806","Sox, Ladies Flower Socks, black, hc","062823748064","Inactive","NO","0","0","0","","YES","Clothing & Accessories","Socks","1","0.85"
"74828","Bodico, 12pc Iridescent Nails w 2g Glue, 3 asst, col box","062823748286","Inactive","NO","0","0","0","","NO","Personal Care","Manicure","0.92","0.92"
"74830","Bodico, 12pc Ombre French Nails w 2g Glue, 3 asst, col box","062823748309","Inactive","NO","0","0","0","","YES","Personal Care","Manicure","0.92","0.92"
"74840","Bodico,Epsom Salt, Lavender Relaxation, 454g, zip bag","062823748408","Inactive","NO","0","0","0","","NO","Personal Care","Hygiene","0.95","0.95"
"74873","Bodico,10 Face Mask BLUE 3 ply w/ Ear Loop, Zip Lock bag","062823748736","Inactive","NO","0","0","0","","YES","PPE","Disposable Mask","1.3","1.3"
"74925","Bodico, 473ml Argan Conditioner, label, Made in Canada","062823749252","Inactive","NO","0","0","0","","NO","Personal Care","Hygiene","1.46","1.46"
"74926","Bodico, 354ml Oatmeal Lotion, label , Made in Canada","062823749269","Inactive","NO","0","0","0","","YES","Personal Care","Hygiene","1.4","1.4"
"74927","Bodico, 532ml Lavender Body Wash , label, Made in Canada","062823749276","Inactive","NO","0","0","0","","YES","Personal Care","Hygiene","1.39","1.39"
"74938","Global, TSA 3-Dial Combination Lock, bc, zinc alloyed construction","062823749382","Inactive","NO","0","0","0","","YES","Travel","Security","3.9","3.9"
"74956","Bodico Salon, Rain Cap, h/c, 100x33cm, PE","062823749566","Inactive","NO","0","0","0","","YES","Hair Accessories","Hair Colouring & Acc.","0.9","0.9"
"74974","PEVA 70x72"" Shower Curtain with leaves, Header w Hanger, Horizontal Design","062823749740","Inactive","NO","0","0","0","","YES","Personal Care","Bathroom Accessories","3.2","3.2"
"75006","Mother's Day 24oz. Ceramic Mug with Clay Bottom, upc","062823750067","InActive","NO","0","0","0","","YES","Mother's Day","Mugs","4","4"
"75072","Father's Day  18oz Ceramic Mug w/Trophy,""SUPER DAD"",upc","062823750722","InActive","NO","0","0","0","","YES","Father's Day","Mugs","5","5"
"75084","Paper T. Father's Day Matte w/Hot Stamp Gift Bag-Large, w/Blue Tissue Paper","062823750845","InActive","NO","0","0","0","","YES","Father's Day","Gift Bags","1.31","1.04"
"75135","Father's Day Ceramic Mug 15oz, Papa Bear, UPC","062823751354","InActive","NO","0","0","0","","YES","Father's Day","Mugs","2.5","2.5"
"75150","Graduation Bear with Hat&Gown, 6''","062823751507","InActive","NO","0","0","0","","NO","Graduation","Plush","4.8","4.8"
"75234","Paper T. Father's Day Gift Bag, Medium, Matte+HS+Glitter, 7x9x3.15""","062823752344","InActive","NO","0","0","0","","YES","Father's Day","Gift Bags","0.66","0.66"
"75235","Paper T. Father's Day Gift Bag, Large, Matte+HS+Glitter, 10.25x12.6x4""","062823752351","InActive","NO","0","0","0","","YES","Father's Day","Gift Bags","1.02","1.02"
"75236","Paper T. Father's Day Gift Bag, Jumbo, Matte+HS+Glitter, 12.2x16.54x4.7""","062823752368","InActive","NO","0","0","0","","YES","Father's Day","Gift Bags","1.25","1.25"
"76095","Stylin, 3pc Scrunchie, hc (pinks)","062823760950","Inactive","NO","0","0","0","","YES","Hair Accessories","Ponytail Holders","0.7","0.7"
"76126","Styling G, 24-pc Ponyholders clasp-free, hc","062823761261","Inactive","NO","0","0","0","","YES","Hair Accessories","Ponytail Holders","0.7","0.7"
"76791","Tootsie Baby,1-pk Baby Silicone Pacifiers with cover,b/c,3 colours","062823767911","Inactive","NO","0","0","0","","YES","Baby","Pacifiers","1.1","1.1"
"76867","Tootsie Baby, 8oz ""Zoo"" Teether, 2 asst, b/c","062823768673","Inactive","NO","0","0","0","","NO","Baby","Rattles & Teethers","0.75","0.75"
"77098","Stylin, Knit Scrunchie , 3 asst, hc","062823770980","Inactive","NO","0","0","0","","YES","Hair Accessories","Ponytail Holders","0.7","0.7"
"77383","Stylin Transparent Claw Clips header card","062823773837","Inactive","NO","0","0","0","","YES","Hair Accessories","Clips & Barrettes","0.85","0.85"
"77389","Stylin Matte butterfly ClawClip header card","062823773899","Inactive","NO","0","0","0","","YES","Hair Accessories","Clips & Barrettes","0.85","0.85"
"77391","Stylin Frosted rect Claw Clips header card","062823773912","Inactive","NO","0","0","0","","NO","Hair Accessories","Clips & Barrettes","0.85","0.85"
"77393","Stylin, Matte rect Claw Clips header card","062823773936","Inactive","NO","0","0","0","","NO","Hair Accessories","Clips & Barrettes","0.85","0.85"
"77826","Stylin, 4-PC Small Coil Hair Ties Clasp-Free, 2asst, h/c","062823778269","Inactive","NO","0","0","0","","YES","Hair Accessories","Ponytail Holders","0.7","0.7"
"78016","Sox, Boys Col Block Socks, Crew, size 6-8, cotton/poly/span,","062823780163","Inactive","NO","0","0","0","","YES","Clothing & Accessories","Socks","1.26","1.1"
"78050","Excel Vision, Women's Black Sunglasses, 4 asst,","062823780507","Inactive","NO","0","0","0","","YES","Personal Care","Eyewear","2.2","2.2"
"78053","Excel Vision, Girls Sunglasses, 4 asst, horizontal header","062823780538","Inactive","NO","0","0","0","","YES","Personal Care","Eyewear","1.6","1.6"
"78068","Sox, Ladies Fox Socks, 2 asst, cott/poly/span, hc","062823780682","Inactive","NO","0","0","0","","YES","Clothing & Accessories","Socks","1.29","1.1"
"78072","Sox, Men's Stripe, Crew, 3 asst, cott/poly/span, hc","062823780729","Inactive","NO","0","0","0","","YES","Clothing & Accessories","Socks","1.46","1.25"
"78073","Sox, Men's Stripe Socks ,Crew, cott/poly/span, 2 asst, hc","062823780736","Inactive","NO","0","0","0","","YES","Clothing & Accessories","Socks","1.46","1.25"
"78075","Sox, Mens' Heathered Socks, Crew, poly/span, 2 asst, hc","062823780750","Inactive","NO","0","0","0","","NO","Clothing & Accessories","Socks","1.73","1.6"
"78122","Bodico, Ombre Beauty Sponge 3 asst, blistercard","062823781221","Inactive","NO","0","0","0","","YES","Personal Care","Cosmetics","1.35","1.35"
"78126","Bodico, Soap Saver Bag Body Exfoliator, headercard","062823781269","Inactive","NO","0","0","0","","NO","Personal Care","Bath & Shower","1.28","1.28"
"78136","Bodico, Matte Hand Towel holder, max 2kg, Suction, 14x11x14.5cm","062823781368","Inactive","NO","0","0","0","","YES","Personal Care","Bathroom Accessories","3.1","3.1"
"78156","Bodico, Pumice Sponge-On-A-Rope, 9.5*6*2cm, 2 asst, shrink w label","062823781566","Inactive","NO","0","0","0","","YES","Personal Care","Foot Care","0.85","0.85"
"78186","Bodico, PEVA Shower Curtain Silver,70x72"", hanger w header","062823781863","Inactive","NO","0","0","0","","YES","Personal Care","Bathroom Accessories","3.45","3.45"
"78188","Bodico, PEVA Shower Curtain, Grey,70x72"", hanger w header","062823781887","Inactive","NO","0","0","0","","NO","Personal Care","Bathroom Accessories","3.2","3.2"
"78213","Bodico, Ombre Hairbrush with Flexi Base, 17*5*3.5cm, ht","062823782136","Inactive","NO","0","0","0","","YES","Hair Accessories","Combs & Brushes","1.3","1.3"
"78222","Bodico, Embossed Soap Dish 13*9*2.5cm, white, 6 pcs/pdq","062823782228","Inactive","NO","0","0","0","","NO","Personal Care","Bathroom Accessories","1.55","1.55"
"78241","Bodico, Cosmetic Brush, Powder 18x2cm, pvc box","062823782419","Inactive","NO","0","0","0","","YES","Personal Care","Cosmetics","1.45","1.45"
"78309","Bodico, Reversible Drying Towel ,Satin & Mirofibre, 2-asst, col box","062823783096","Inactive","NO","0","0","0","","NO","Personal Care","Bath & Shower","2.75","2.75"
"78325","Bodico, 50g Floating Bath Fizzer, 1% fragrance, 2asst, shrink,54/pdq,","062823783256","Inactive","NO","0","0","0","","NO","Personal Care","Hygiene","0.95","0.95"
"78331","Bodico, PEVA Shower Curtain, Floral 70x72"", hanger","062823783317","Inactive","NO","0","0","0","","YES","Personal Care","Bathroom Accessories","3.2","3.2"
"78336","Bodico, 12oz Keratin Shampoo label, Made in Canada","062823783362","Inactive","NO","0","0","0","","NO","Personal Care","Hygiene","1.55","1.55"
"78337","Bodico, 12oz Keratin Conditioner label, Made in Canada","062823783379","Inactive","NO","0","0","0","","YES","Personal Care","Hygiene","1.55","1.55"
"78401","Bodico, 12-pc Solid Matte Nails ,Stilletto, 4-asst, col box","062823784017","Inactive","NO","0","0","0","","NO","Personal Care","Manicure","0.92","0.92"
"78665","Bodico, Black Revolving Vanity Mirror, 12.5x12x29cm, metal frame, wrap","062823786653","Inactive","NO","0","0","0","","YES","Personal Care","Mirrors","4.75","4.75"
"79216","PAWS Dog Poop Bag w/Dispenser 2roll,20pcs/ roll, blister card","062823792166","Inactive","NO","0","0","0","","YES","Pet Supplies","Pet Accessories","1.55","1.55"
"79349","PAWS Suction Cup Corn Pet Toy w/Squeaker, Tag","062823793491","Inactive","NO","0","0","0","","YES","Pet Supplies","Pet Toys","3.65","3.65"
"79519","PAWS, 41"" Pet Faucet Sprayer Tie-on Card","062823795198","Inactive","NO","0","0","0","","YES","Pet Supplies","Pet Accessories","3.5","3.5"
"80056","Luciano 2-pcSilicone Bottle Stopper , 3 assorted colours, b/c","062823800564","Inactive","NO","0","0","0","","NO","Kitchenware","Bar Accessories","1.34","1.34"
"80069","Luciano 4-pc Bamboo Measuring Spoon Set, t.o.c.","062823800694","Inactive","NO","0","0","0","","YES","Kitchenware","Kitchen Gadgets","3","3"
"80315","Luciano Nylon Spatula, tag","062823803152","Inactive","NO","0","0","0","","YES","Kitchenware","Cookware","0.98","0.98"
"80407","Luciano 7.25""H 4-Sided Grater, Stainless Steel, col. Sleeve","062823804074","Inactive","NO","0","0","0","","YES","Kitchenware","Kitchen Gadgets","2.5","2.5"
"80464","Luciano 5-pc Mini Silicone / Bamboo Utensils Set, t.o.c.","062823804647","Inactive","NO","0","0","0","","YES","Kitchenware","Cookware","3.95","3.95"
"80618","Luciano Strawberry Huller, t.o.c.","062823806184","Inactive","NO","0","0","0","","NO","Kitchenware","Kitchen Gadgets","1.7","1.7"
"80664","Luciano 3-pc S.S. Mesh Strainer set 3.5""/4.5""/5"", t.o.c.","062823806641","Inactive","NO","0","0","0","","YES","Kitchenware","Kitchen Gadgets","3.5","3.5"
"80761","L.GOURMET  Defrosting and Draining  Net, clear, sleeve card","062823807617","Inactive","NO","0","0","0","","YES","Kitchenware","Kitchen Gadgets","2","1.5"
"81150-SOFL","H.E. 100-PC Vinyl Disposable Glove, CBX, Large Size (81150-L)","062823961821","Inactive","NO","0","0","0","","NO","PPE","Gloves","9.5","9.5"
"82015","Bodico 4-pc Pvc Bath Appliques,  2 styles, 2col., b/c","062823820159","Inactive","NO","0","0","0","","NO","Personal Care","Bathroom Accessories","1.24","1.24"
"82190","Bodico  Deluxe Facial Cleanser w/  Massager, blue, acetate box&insert","062823821903","Inactive","NO","0","0","0","","NO","Personal Care","Skincare","1","1"
"82925","Tootsie Baby,  354mL (12oz) Baby Shampoo,Tearless, Original","062823829251","Inactive","NO","0","0","0","","NO","Baby","Personal Care","1.25","1.25"
"83003","H.E. Toilet Brush With Holder L:14"", polybag w/ header card","062823830035","Inactive","NO","0","0","0","","YES","Everyday Household","Cleaning Supplies","2.1","2.1"
"83061","Global  7.75""H Luggage Scale,  clamshell","062823830615","Inactive","NO","0","0","0","","YES","Travel","Luggage Accessories","1.75","1.75"
"83063","H.E. 2-PC Removable Hooks Self-adhesive. L:2.7""","062823830639","Inactive","NO","0","0","0","","YES","Everyday Household","Hooks & Hangers","1.2","1.2"
"83217","H.E. 50-Pc Shop Towel, Printed Bag, 36 x 48cm, 32GSM","062823832176","Inactive","NO","0","0","0","","YES","Everyday Household","Cleaning Supplies","3.85","3.5"
"83230","Light up Ashtray LED, 4 styles, 6/dsp","062823832305","Inactive","NO","0","0","0","","YES","Everyday Household","Houseware","3.1","3.1"
"83417","H.E,M.P, 24 Compartment Storage Box  Adjustable Dividers, 3 col., label","062823834170","Inactive","NO","0","0","0","","YES","Everyday Household","Boxes & Containers","4","4"
"83418","H.E., 9.75""D x 10""H Round Waste Bin , 3 colours, label","062823834187","Inactive","NO","0","0","0","","YES","Everyday Household","Houseware","2.5","2.5"
"83901","H.E.  2-pc Eraser Sponges, col. Box (to be replaced by 83132)","062823839014","Inactive","NO","0","0","0","","NO","Everyday Household","Cleaning Supplies","1.2","1.2"
"84093","Gino's 63"" Reflective Boot Lace, Green, B/C","062823840935","Inactive","NO","0","0","0","","YES","Shoe Care","Shoe Laces","0.82","0.82"
"84094","Gino's 54"" Multi Col. Sports Lace, Pink, B/C","062823840942","Inactive","NO","0","0","0","","YES","Shoe Care","Shoe Laces","0.75","0.75"
"84502","Moji Mellow 50-PC Rolling Paper, Apple,Booklet,50/DSP,78 x 44mm","062823845022","Inactive","NO","0","0","0","","YES","Smoking","Rolling Papers & Acc.","0.28","0.28"
"84534","Moji Mellow, 9"" Glass Water Pipe 2/C, CBX, 19mm Joint","862823845349","Inactive","NO","0","0","0","","YES","Smoking","Water Pipes","30","30"
"84541","Moji M, 4"" Spoon Pipe, Star Pattern PVC Box, W/ Insert, 12/DSP,  6 Asst","062823845411","Inactive","NO","0","0","0","","YES","Smoking","Pipes","5","5"
"84578","Moji Mellow, Joint Storage Tube , Label, 48/DSP, 2 Asst.","062823845787","Inactive","NO","0","0","0","","YES","Smoking","Storage","0.59","0.59"
"84819","Nordic T. Youth Sherpa Baseball Hat, 3/C, One Size, j-hook w/cht","062823848191","InActive","NO","0","0","0","","NO","Fall/Winter Essentials","Youth Hats & Headwear","4","2.24"
"84824","Cozywear Adult Thermal  Insulated Canada Beanie Hat w/Brushed Lining,","062823848245","InActive","NO","0","0","0","","YES","Fall/Winter Essentials","Ladies Hats & Headwear","4.85","4.85"
"84853","Nordic T. Kids Knitted Earflap Hat w/Pom Pom, 4/C, j-hook w/cht","062823848535","InActive","NO","0","0","0","","NO","Fall/Winter Essentials","Kids Hats & Headwear","3.5","2.384"
"84930","Nordic T. Ladies Sherpa Slippers, 2 asst, 3 sizes, hanger w ht","062823849303","Inactive","NO","0","0","0","","YES","Clothing & Accessories","Slippers","5.25","5.25"
"84946","Nordic T. Knitted Balaclava, header card","062823849464","InActive","NO","0","0","0","","NO","Fall/Winter Essentials","Ladies Hats & Headwear","5.25","5.25"
"84967","Nordic T. ""Natalia"" Ribbed Scarf, 3 col, hanger w ht","062823849679","InActive","NO","0","0","0","","NO","Fall/Winter Essentials","Ladies Hats & Headwear","8","8"
"84968","Nordic T. ""Aneira"" Beanie, Brushed Lined,4 col,j-hook w ht","062823849686","InActive","NO","0","0","0","","NO","Fall/Winter Essentials","Ladies Hats & Headwear","4.5","4.5"
"84980","Nordic T. Blanket Scarf w Fringe, Pink Col Block, 180x50 cm, hanger","062823849808","InActive","NO","0","0","0","","YES","Fall/Winter Essentials","Ladies Hats & Headwear","8","8"
"84986","Nordic T. Blanket Scarf w Fringe, teal paid,180x50 cm,hanger w ht","062823849860","InActive","NO","0","0","0","","YES","Fall/Winter Essentials","Ladies Hats & Headwear","7.2","7.2"
"84996","Nordic T. Girls Rainbow Ski Glove, Ombre, j-hook w ht","062823849969","InActive","NO","0","0","0","","NO","Fall/Winter Essentials","Kids Gloves & Mitts","7.15","7.15"
"86028","Focus E. 5pk AG4/LR626 Battery Alkaline Mercury Free","062823860285","Inactive","NO","0","0","0","","YES","Electronic Items","Batteries","0.6","0.6"
"86101","iFocus 5ft  Lightning Data cable 3C, Velcro strap, bundle","062823861015","Inactive","NO","0","0","0","","NO","Electronic Items","Charge Cable & USB Acc","1.9","1.9"
"86104","iFocus 10ft Lightning Data cable 3C, Velcro strap, bundle","062823861046","Inactive","NO","0","0","0","","NO","Electronic Items","Charge Cable & USB Acc","2.8","2.8"
"86353","Daylite, A19 LED Light,  Cool Dimmable","062823863538","Inactive","NO","0","0","0","","YES","Electronic Items","Flashlight & Lighting Acc","10.53","1"
"86369","Daylite, BR20 LED Light  Cool Dimmable","062823863699","Inactive","NO","0","0","0","","YES","Electronic Items","Flashlight & Lighting Acc","9.75","1"
"86684","iFocus, 3.3FT Charge&Sync Cable LIGHTNING (86805-1 & 86653) (DCS)","062823866843","Inactive","NO","0","0","0","","YES","Electronic Items","Charge Cable & USB Acc","2.5","2.5"
"86738","iFocus, Flip-Top iPhone Charge & Sync Cable, Retractable, White, cbx","062823867383","Inactive","NO","0","0","0","","YES","Electronic Items","Charge Cable & USB Acc","2.5","1.5"
"86878","iFocus 3in1 Mobile Wireless Charger Static induction, USB-C Plug","062823868786","Inactive","NO","0","0","0","","YES","Electronic Items","Audio","16.5","16.5"
"86929","iFocus, 12V PD Car charger 5V, 2C","062823869295","Inactive","NO","0","0","0","","YES","Electronic Items","Charge Cable & USB Acc","3.5","3.5"
"88003","Deco Lite Essentials 3""x6"" Smooth  Pillar Candle, col. wrap & label","062823880030","Inactive","NO","0","0","0","","NO","Candles & Incense","Candles Pillar","5.75","5.75"
"88131","DecoLite Small Pillar, Lavender+ Bergamot, 2.75"" x 2.75""","062823881310","Inactive","NO","0","0","0","","NO","Candles & Incense","Candles Pillar","3.15","2.05"
"88133","DecoLite Large Pillar, Lavender + Bergamot, 2.75"" x 5.25","062823881334","Inactive","NO","0","0","0","","YES","Candles & Incense","Candles Pillar","5.2","3.38"
"88161","Set/2 Bows Printed Dinner Candles, 9.85""H, Paper + Hemp + UPC","062823881617","InActive","NO","0","0","0","","YES","Valentine's Day","Candles & Candle Holders","4.7","4.7"
"89027","Therma Max Insulated Lunch Cooler Bag, Black, 22x13x20cm, tag","062823890275","Inactive","NO","0","0","0","","YES","Everyday Household","Boxes & Containers","7.5","7.5"
"89028","Therma Max Insulated Lunch Cooler Bag, Olive, 22x13x20cm, tag","062823890282","Inactive","NO","0","0","0","","YES","Everyday Household","Boxes & Containers","7.5","7.5"
"89112","Cozywear Ladies Long Leg Reading Socks w/Grippers,3/c,OneSize,6/PDQ","062823891128","InActive","NO","0","0","0","","NO","Fall/Winter Essentials","Ladies Socks & Slippers","11.5","6.44"
"89114","Cozywear Ladies Sherpa Lined Reading Socks w/Gripper,2sizes,card","062823891142","InActive","NO","0","0","0","","NO","Fall/Winter Essentials","Ladies Socks & Slippers","4.45","4.45"
"89134","14oz. Ceramic Travel Mug & Earmuffs Gift Set, pvc box","062823891340","InActive","NO","0","0","0","","NO","Christmas","4th Quarter Gifts","9.5","6.65"
"89203","Reusable Shopping Bag 125gsm, 12""L x 15""H x 8.5"" Gusset","062823892033","Inactive","NO","0","0","0","","NO","Reusable Tote Bag","PP Woven Bag","0.78","0.78"
"89311","Reusable Shopping Tote Bag Black/100gsm, XLarge: 14x15.75x7""","062823893115","Inactive","NO","0","0","0","","YES","Reusable Tote Bag","Laminated Tote Bag","0.77","0.77"
"89655","Hammock Hanging Chair w/Armest , 39.5""x20"", Stripes, 6/PDQ, cht","062823896550","InActive","NO","0","0","0","","YES","Spring/Summer-Toys/Beach","Beachwear","40.63","28.44"
"89760","Focus Auto, Non-slip Dash Mat, Slide Blister","062823897601","Inactive","NO","0","0","0","","YES","Auto","Accessories","1.1","1.1"
"89783","Therma Max Insulated Lunch Cooler Bag, 2 col., 9.4""x6.3""x7.1"", tag","062823897830","Inactive","NO","0","0","0","","NO","Everyday Household","Boxes & Containers","7.5","7.5"
"90085","Garden E. 7""x7""x12"" Terracotta Garden D̩cor, UPC","062823900851","InActive","NO","0","0","0","","YES","Spring/Summer - General","Outdoor D̩cor","12.5","12.5"
"91277","H.E.4"" Drawer Organizer, Label","062823912779","Inactive","NO","0","0","0","","NO","Everyday Household","Storage & Organization","1.15","1.15"
"91332","BBQ Disposable Barbecue Pan Set, 12""x10""x2"", incl: Aluminum Foil Pan","062823913325","InActive","NO","0","0","0","","YES","Spring/Summer - General","BBQ Grill accessories","5.25","5.25"
"91610DF","Ombre Oval Basket S/3 w/Rope Handle Pink, Paper+Cotton, hangtag","060107019275","Inactive","NO","0","0","0","","YES","Home D̩cor & Giftware","Deco Baskets & Storage","18.75","10"
"91810","L.H. Anti Fatigue Kitchen Mat PVC, 17.7""x29.1"", Brown","062823918108","Inactive","NO","0","0","0","","YES","Everyday Household","Floor Mats","9.5","9.5"
"93062","Luciano 3-Pc Multi-Purpose Magnetic  Clips, 2 col., 12/clip strip","062823930629","Inactive","NO","0","0","0","","NO","Everyday Household","Bags & Clips","1.35","1.35"
"93146","SiG.Kit 14.5"" Round Deco Bowl, 3 colours","062823931466","Inactive","NO","0","0","0","","NO","Everyday Household","Tableware","3.85","3.85"
"93172","Luciano 11oz Enamel Look Mug w/ Saying, 6 styles","062823931725","Inactive","NO","0","0","0","","YES","Everyday Household","Tableware","1.78","1.78"
"93266","Luciano 11.8oz Stoneware Solid Mug, brown","062823932661","Inactive","NO","0","0","0","","YES","Everyday Household","Tableware","1.35","1.35"
"945299","Sparkling Party Glasses, 4 Asstd colours, t.o.c.","062823452992","Inactive","NO","0","0","0","","YES","Party Supplies","Costumes & Accessories","1.45","1.45"
"GC088310","Cast Iron Handgun Dsgn Wall 3 Hooks","067103608175","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","5.5","2.5"
"GC095090","Glass&Rope Candle Holder-Clear","067103946659","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","7.5","3.75"
"GC097793","Plystrn.Table Fountain w/Stones","067103164657","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","12.5","5"
"GC215223R","LED Christmas Lightup tabletop deco, 1 display tray of 12, 3 asst, batt incl","059283951349","InActive","NO","0","0","0","","YES","Giftcraft","Christmas","90","45"
"GC217791","eye-d-ology, Sunglasses w/pouch, mosaic temple, L:5.787 W:1.57"" H:1.42","067103192223","InActive","NO","0","0","0","","YES","Giftcraft","Personal Care","5","2.5"
"GC471129","TPR Squeeze Animal Set, 24pcs/dsp, L:3.5""xW:2.8""xH:3.5""","067103629262","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","2.25","1.125"
"GC472788","Bee Charm Message Bracelet, 2 Asst. w/Displayer, 96/DSP, L:6.6""","067103836592","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","1.5","0.75"
"GC473226","Cttn/Nylon/Spandex Baby Socks,4Asst","067103840636","InActive","NO","0","0","0","","YES","Giftcraft","Baby","2.75","1.375"
"GC473463L","Paper 300pc Puzzle, Candy, L:8""xW:8""xH:2.3""","067103170597","InActive","NO","0","0","0","","NO","Giftcraft","Toys and Games","3.89","1.945"
"GC473467L","Paper 300pc Puzzle, Foxes, L:8""xW:8""xH:2.3""","067103170634","InActive","NO","0","0","0","","NO","Giftcraft","Toys and Games","3.89","1.945"
"GC473468L","Paper 300pc Puzzle,Tiger, L:8""xW:8""xH:2.3""","067103170610","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3.89","1.945"
"GC473876","Slcn Unicorn Stress Reliever, 6 Asst, L:9.6""xH:5.12""xW:0.59""","067103905434","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","0.9","0.3"
"GC473918","Plystr. Gnomies - Finn, 4""x2""x9""","067103919103","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","5","2.5"
"GC473943","Plystr. Gnomies - Ollie, 4""x2""x9""","067103931167","InActive","NO","0","0","0","","NO","Giftcraft","Home Decor & Giftware","5","2.5"
"GC474065","Desk/Wall Block w/Sentiment, 4 Asst., MDF/Paper, L:4"" W:2"" H:9""","067103933499","InActive","NO","0","0","0","","YES","Giftcraft","Home Decor & Giftware","3.25","1.625"
"GC474293","Ppr.500pc Puzzle,Grill Watercolor, L:8""xW:8""xH:2.3""","067103943719","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","7.5","3"
"GC474414","Silicone POP Coin Purse, 12pcs/dsp, L:3""xW:2.2""xH:1.4""","067103967012","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","5","2"
"GC474817","0.6"" PVC/Iron Bendy Unicorn, 24/D, 3 Asst, H:11.8""","067103024739","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","1.75","0.875"
"GC474830","Silicone POP Donut, 12pcs/dsp, L:5.1""","067103024869","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3.5","1.5"
"GC474831","Silicone POP Ice Cream, 12pcs/dsp, L:4.1""xW:7.4""","067103024876","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","3.5","1.5"
"GC474834","Silic.Squido Band (21cm) 24/D, 8 Asst, L:8.3""xW:1.6""","067103024906","InActive","NO","0","0","0","","YES","Giftcraft","Toys and Games","0.6","0.25"
